0.23604E-05 0.23051E-08 0.00000E+01 994953 0 0 60118 0.25462E+11 0.00000E+01 0.23604E-05 0.00000E+01 0.00000E+01 0
1 2.2691e-06 4.9195e-08 1.0575 2.9543e-05 2.2691e-06
2 2.3591e-06 2.8933e-08 0.84598 1.623e-05 2.3591e-06
3 2.3252e-06 1.8175e-08 0.76249 1.9136e-05 2.3252e-06
4 2.306e-06 4.9417e-08 1.0452 1.6829e-05 2.306e-06
5 2.3491e-06 2.8492e-08 0.83664 1.8208e-05 2.3491e-06
6 2.3626e-06 1.8401e-08 0.75974 1.8731e-05 2.3626e-06
7 2.4012e-06 5.0719e-08 1.0303 1.4747e-05 2.4012e-06
8 2.3906e-06 2.8792e-08 0.83078 1.3754e-05 2.3906e-06
9 2.3748e-06 1.8776e-08 0.77124 1.9543e-05 2.3748e-06
10 2.3697e-06 5.0372e-08 1.0368 2.5155e-05 2.3697e-06
11 2.3617e-06 3.3507e-08 0.97862 8.6955e-05 2.3617e-06
12 2.3661e-06 2.0149e-08 0.83069 1.9831e-05 2.3661e-06
13 2.4013e-06 2.9242e-08 0.83997 1.9833e-05 2.4013e-06
14 2.3651e-06 1.8161e-08 0.74903 1.5919e-05 2.3651e-06
15 2.3691e-06 1.2147e-08 0.70736 1.2897e-05 2.3691e-06
16 2.2881e-06 4.9244e-08 1.0497 1.9733e-05 2.2881e-06
17 2.3626e-06 2.8373e-08 0.82836 1.3495e-05 2.3626e-06
18 2.398e-06 1.8815e-08 0.76538 1.8283e-05 2.398e-06
19 2.3327e-06 4.8175e-08 1.0073 1.2189e-05 2.3327e-06
20 2.373e-06 2.8826e-08 0.83792 1.4645e-05 2.373e-06
21 2.3656e-06 1.8145e-08 0.74826 1.5563e-05 2.3656e-06
22 2.4139e-06 5.0521e-08 1.0208 1.3785e-05 2.4139e-06
23 2.3321e-06 2.816e-08 0.83292 1.6794e-05 2.3321e-06
24 2.383e-06 1.8257e-08 0.74738 1.9771e-05 2.383e-06
25 2.339e-06 5.0242e-08 1.0477 1.5158e-05 2.339e-06
26 2.3273e-06 2.9167e-08 0.86445 2.0014e-05 2.3273e-06
27 2.3588e-06 1.8657e-08 0.77156 1.9914e-05 2.3588e-06
