0.15463E-05 0.46195E-08 0.00000E+01 608569 0 0 20831 0.13458E+11 0.00000E+01 0.15463E-05 0.00000E+01 0.00000E+01 0
1 1.4907e-06 3.7669e-08 1.6842 4.0164e-05 1.4907e-06
2 1.5077e-06 2.85e-08 1.7817 4.2837e-05 1.5077e-06
3 1.5396e-06 1.9959e-08 1.728 6.8624e-05 1.5396e-06
4 1.5967e-06 4.1657e-08 1.7388 4.0051e-05 1.5967e-06
5 1.6024e-06 3.0019e-08 1.7657 5.198e-05 1.6024e-06
6 1.5298e-06 1.9394e-08 1.6898 5.3198e-05 1.5298e-06
7 1.4927e-06 3.5909e-08 1.6033 3.3505e-05 1.4927e-06
8 1.5532e-06 2.7505e-08 1.6692 4.2307e-05 1.5532e-06
9 1.531e-06 1.9569e-08 1.7038 5.8639e-05 1.531e-06
10 1.4684e-06 3.9162e-08 1.7775 5.4301e-05 1.4684e-06
11 1.5801e-06 3.0628e-08 1.827 8.2513e-05 1.5801e-06
12 1.5309e-06 2.0512e-08 1.786 5.0936e-05 1.5309e-06
13 1.5491e-06 3.9887e-08 1.7161 4.294e-05 1.5491e-06
14 1.5515e-06 2.6812e-08 1.6289 3.5593e-05 1.5515e-06
15 1.5868e-06 2.0672e-08 1.7365 5.0306e-05 1.5868e-06
16 1.5304e-06 4.1938e-08 1.8264 4.2022e-05 1.5304e-06
17 1.5522e-06 2.6798e-08 1.6273 3.4158e-05 1.5522e-06
18 1.5455e-06 1.9744e-08 1.7029 5.3296e-05 1.5455e-06
19 1.511e-06 4.2346e-08 1.8679 5.6267e-05 1.511e-06
20 1.5034e-06 2.9223e-08 1.8322 6.0327e-05 1.5034e-06
21 1.5473e-06 1.9831e-08 1.7084 5.5597e-05 1.5473e-06
22 1.6214e-06 4.4545e-08 1.8311 4.9074e-05 1.6214e-06
23 1.5839e-06 3.0566e-08 1.8189 5.7914e-05 1.5839e-06
24 1.5378e-06 2.0722e-08 1.7962 6.4671e-05 1.5378e-06
25 1.5662e-06 4.272e-08 1.8179 5.5031e-05 1.5662e-06
26 1.5351e-06 2.9444e-08 1.8079 5.9864e-05 1.5351e-06
27 1.5487e-06 2.0214e-08 1.7399 5.2495e-05 1.5487e-06
28 1.5229e-06 3.8461e-08 1.6832 3.6188e-05 1.5229e-06
29 1.6101e-06 2.9359e-08 1.7187 6.3141e-05 1.6101e-06
30 1.5144e-06 1.8872e-08 1.6611 4.6931e-05 1.5144e-06
31 1.5701e-06 3.8294e-08 1.6255 4.2091e-05 1.5701e-06
32 1.5631e-06 2.8715e-08 1.7315 5.5019e-05 1.5631e-06
33 1.5567e-06 1.9852e-08 1.6999 5.7334e-05 1.5567e-06
34 1.5039e-06 4.1555e-08 1.8416 5.2754e-05 1.5039e-06
35 1.5791e-06 3.0098e-08 1.7965 4.9896e-05 1.5791e-06
36 1.5578e-06 2.0501e-08 1.7542 5.0935e-05 1.5578e-06
37 1.5865e-06 2.17e-08 1.8232 5.5026e-05 1.5865e-06
38 1.5836e-06 3.5544e-08 4.2312 0.0011546 1.5836e-06
39 1.5647e-06 1.0818e-08 1.8432 7.7424e-05 1.5647e-06
40 1.5127e-06 2.7962e-08 1.7422 6.2014e-05 1.5127e-06
41 1.5546e-06 2.1147e-08 1.8132 6.5144e-05 1.5546e-06
42 1.5296e-06 1.4527e-08 1.7904 6.5271e-05 1.5296e-06
43 1.5017e-06 3.7599e-08 1.6687 3.7834e-05 1.5017e-06
44 1.529e-06 2.6631e-08 1.6416 5.2678e-05 1.529e-06
45 1.5292e-06 1.9609e-08 1.7092 4.1891e-05 1.5292e-06
