             1             1
             2            -1
3.1             1
3.2             1
             4            -3
5.2             1
             6            -5
7.7             1
7.8             1
8.7             1
8.8             1
             9             1
            10            -9
11.1             1
11.2             1
            12           -11
13.2             1
            14           -13
