0.29999E-05 0.35237E-08 0.00000E+01 4302247 0 0 133791 0.44584E+11 0.00000E+01 0.29999E-05 0.00000E+01 0.00000E+01 0
1 2.937e-06 7.1709e-08 2.3965 0.00030756 2.937e-06
2 2.9332e-06 4.1964e-08 1.9859 0.00013999 2.9332e-06
3 2.9893e-06 2.6925e-08 1.7681 0.00010685 2.9893e-06
4 2.9176e-06 6.53e-08 2.1968 0.00016244 2.9176e-06
5 3.0118e-06 4.3385e-08 1.9996 0.00013439 3.0118e-06
6 3.0082e-06 2.8127e-08 1.8355 0.00018355 3.0082e-06
7 2.9805e-06 8.9347e-08 2.9423 0.00048573 2.9805e-06
8 3.0635e-06 4.4699e-08 2.0253 0.00012936 3.0635e-06
9 3.0027e-06 2.7291e-08 1.7841 0.00011646 3.0027e-06
10 3.0026e-06 6.7012e-08 2.1906 0.00017381 3.0026e-06
11 2.9937e-06 4.3467e-08 2.0155 0.000181 2.9937e-06
12 2.9859e-06 2.7395e-08 1.801 0.00012632 2.9859e-06
13 2.9578e-06 6.9542e-08 2.3077 0.00022275 2.9578e-06
14 2.953e-06 4.1832e-08 1.9664 0.00014701 2.953e-06
15 3.0206e-06 2.7897e-08 1.813 0.00011533 3.0206e-06
16 2.9647e-06 7.0809e-08 2.3443 0.00016905 2.9647e-06
17 3.0241e-06 4.5894e-08 2.1066 0.00018554 3.0241e-06
18 2.9922e-06 2.9677e-08 1.9469 0.0001842 2.9922e-06
19 3.1084e-06 7.3985e-08 2.3362 0.00017408 3.1084e-06
20 2.9127e-06 3.9734e-08 1.8936 0.0001171 2.9127e-06
21 3.0357e-06 2.8304e-08 1.8303 0.00014707 3.0357e-06
22 3.0015e-06 6.7338e-08 2.202 0.00013911 3.0015e-06
23 2.9793e-06 4.1324e-08 1.9253 0.00014325 2.9793e-06
24 3.025e-06 2.7652e-08 1.7945 0.00011672 3.025e-06
25 3.0994e-06 1.4065e-07 3.1495 0.00023413 3.0994e-06
26 2.947e-06 6.1965e-08 2.0638 0.00013643 2.947e-06
27 3.031e-06 4.0948e-08 1.8753 9.6352e-05 3.031e-06
28 3.0864e-06 7.1601e-08 2.277 0.00017819 3.0864e-06
29 2.9856e-06 4.3825e-08 2.0375 0.00015777 2.9856e-06
30 2.9913e-06 2.8047e-08 1.8407 0.0001289 2.9913e-06
31 2.9838e-06 6.7206e-08 2.2108 0.0001535 2.9838e-06
32 2.9687e-06 4.1103e-08 1.9218 0.00012399 2.9687e-06
33 3.0218e-06 2.7225e-08 1.7686 0.00015132 3.0218e-06
34 3.1925e-06 7.7042e-08 2.3686 0.0001901 3.1925e-06
35 3.0284e-06 4.264e-08 1.9545 0.00018324 3.0284e-06
36 3.048e-06 2.6967e-08 1.7368 0.00013288 3.048e-06
37 2.9324e-06 6.9429e-08 2.3239 0.00024065 2.9324e-06
38 3.0803e-06 4.5816e-08 2.0646 0.00019239 3.0803e-06
39 2.9995e-06 2.6978e-08 1.7656 0.0001024 2.9995e-06
40 2.9887e-06 6.6504e-08 2.1841 0.00011866 2.9887e-06
41 3.0989e-06 4.715e-08 2.112 0.00018966 3.0989e-06
42 3.0206e-06 2.7416e-08 1.7818 0.00014005 3.0206e-06
43 3.0913e-06 1.985e-07 4.4567 0.00070161 3.0913e-06
44 2.9806e-06 6.5883e-08 2.1695 0.0001397 2.9806e-06
45 2.997e-06 4.17e-08 1.9314 0.00010522 2.997e-06
46 3.1414e-06 1.6856e-07 3.724 0.00031959 3.1414e-06
47 2.9653e-06 6.9071e-08 2.2863 0.00021304 2.9653e-06
48 3.0391e-06 4.0844e-08 1.8655 0.00012134 3.0391e-06
49 3.084e-06 7.7052e-08 2.4523 0.0002292 3.084e-06
50 3.0123e-06 4.1671e-08 1.9202 0.00012073 3.0123e-06
51 3.0315e-06 2.7678e-08 1.7923 0.00013744 3.0315e-06
52 3.0423e-06 1.3352e-07 3.046 0.00017175 3.0423e-06
53 3.0931e-06 7.4184e-08 2.3541 0.0001584 3.0931e-06
54 2.9677e-06 3.936e-08 1.841 0.00011206 2.9677e-06
55 2.8778e-06 8.2647e-08 2.8188 0.00032121 2.8778e-06
56 2.9746e-06 4.5578e-08 2.1269 0.00025754 2.9746e-06
57 2.9791e-06 2.8756e-08 1.8949 0.00014838 2.9791e-06
58 3.1291e-06 1.2751e-07 2.8282 0.00015654 3.1291e-06
59 3.0726e-06 7.0252e-08 2.2442 0.00013932 3.0726e-06
60 2.9639e-06 4.076e-08 1.9089 0.00014936 2.9639e-06
61 2.9109e-06 6.4503e-08 2.175 0.00017918 2.9109e-06
62 2.9409e-06 4.2446e-08 2.0035 0.00016497 2.9409e-06
63 3.0186e-06 2.8858e-08 1.8767 0.00010538 3.0186e-06
64 2.7907e-06 1.053e-07 2.6188 0.00017022 2.7907e-06
65 3.1484e-06 9.1209e-08 2.8435 0.00050759 3.1484e-06
66 2.9363e-06 3.9621e-08 1.873 0.00010959 2.9363e-06
67 2.9112e-06 6.7764e-08 2.2847 0.00016645 2.9112e-06
68 2.978e-06 4.2751e-08 1.9927 0.00015337 2.978e-06
69 3.0249e-06 2.7753e-08 1.8011 0.00014787 3.0249e-06
70 3.0489e-06 1.4761e-07 3.3602 0.00034455 3.0489e-06
71 2.9856e-06 6.5448e-08 2.1517 0.00010683 2.9856e-06
72 2.9398e-06 3.9876e-08 1.8829 0.00016763 2.9398e-06
73 2.9737e-06 6.5179e-08 2.1514 0.00012388 2.9737e-06
74 3.0433e-06 4.3132e-08 1.9673 0.00015466 3.0433e-06
75 3.0198e-06 2.7058e-08 1.7589 0.0001308 3.0198e-06
